# HOMER Peaks
# Peak finding parameters:
# tag directory = HCT116-treated
#
# total peaks = 8958
# peak size = 217
# peaks found using tags on both strands
# minimum distance between peaks = 434
# fragment length = 206
# genome size = 2000000000
# Total tags = 44527481.0
# Total tags in peaks = 955564.0
# Approximate IP efficiency = 2.15%
# tags per bp = 0.022107
# expected tags per peak = 4.797
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.719535e-07
# FDR tag threshold = 19.0
# number of putative peaks = 17043
#
# input tag directory = HCT116-input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6934
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1147
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 4
#
# cmd = findPeaks HCT116-treated -i HCT116-input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr8-290	chr8	27642962	27643178	+	8.31	0.774	39.000000	25.7	3.0	8.57	3.07e-15	6.49	2.66e-18	0.95
chr8-291	chr8	40758417	40758633	+	8.31	0.870	39.000000	26.4	0.5	52.79	2.24e-35	12.73	5.95e-28	0.93
chr8-287	chr8	56684851	56685067	+	8.31	0.697	40.000000	26.4	3.0	8.80	3.53e-16	7.10	1.56e-19	0.93
chr8-313	chr8	61499245	61499461	+	8.31	0.811	37.000000	25.7	1.0	25.70	2.47e-26	8.73	1.87e-22	0.98
chr8-316	chr8	102471330	102471546	+	8.31	0.774	37.000000	25.7	0.5	51.41	1.17e-33	6.37	4.87e-18	0.98
chr8-306	chr8	126644276	126644492	+	8.31	0.651	38.000000	25.7	6.0	4.28	5.89e-09	5.09	4.81e-15	0.93
chr8-325	chr8	127716408	127716624	+	8.31	0.683	36.000000	25.7	2.0	12.85	3.17e-19	5.18	2.76e-15	1.01
chr8-308	chr8	145031087	145031303	+	8.31	0.783	38.000000	25.7	5.0	5.14	1.60e-10	6.75	7.59e-19	0.90
chr9-227	chr9	2040923	2041139	+	8.31	0.800	38.000000	25.7	1.0	25.70	2.47e-26	8.87	1.11e-22	0.90
chr9-236	chr9	20550827	20551043	+	8.31	0.827	37.000000	25.7	4.0	6.43	1.57e-12	8.42	6.10e-22	0.93
chr9-230	chr9	81080221	81080437	+	8.31	0.870	38.000000	26.4	1.0	26.40	9.47e-28	11.66	1.18e-26	0.95
chr9-239	chr9	99344552	99344768	+	8.31	0.754	37.000000	25.7	3.0	8.57	3.07e-15	8.37	2.69e-21	0.96
chr9-231	chr9	100299469	100299685	+	8.31	0.800	38.000000	25.7	4.0	6.43	1.57e-12	10.49	4.22e-25	1.04
chr9-232	chr9	101068789	101069005	+	8.31	0.717	38.000000	26.4	1.0	26.40	9.47e-28	8.38	7.19e-22	0.93
chr9-226	chr9	130746060	130746276	+	8.31	0.707	39.000000	25.7	1.0	25.70	2.47e-26	7.51	2.51e-20	0.98
chr9-235	chr9	138953971	138954187	+	8.31	0.732	38.000000	25.7	1.0	25.70	2.47e-26	8.64	2.64e-22	0.95
chr10-309	chr10	24813024	24813240	+	8.31	0.783	39.000000	25.7	2.0	12.85	3.17e-19	9.32	2.20e-23	1.01
chr10-317	chr10	26540961	26541177	+	8.31	0.764	38.000000	25.7	1.0	25.70	2.47e-26	11.83	7.29e-27	0.90
chr10-319	chr10	32604787	32605003	+	8.31	0.768	38.000000	25.7	4.0	6.43	1.57e-12	7.07	1.78e-19	0.93
chr10-322	chr10	93111052	93111268	+	8.31	0.750	38.000000	25.7	5.0	5.14	1.60e-10	8.97	7.81e-23	0.93
chr10-312	chr10	109345395	109345611	+	8.31	0.816	39.000000	25.7	1.0	25.70	2.47e-26	9.70	5.84e-24	0.95
chr10-330	chr10	123438931	123439147	+	8.31	0.719	37.000000	25.7	0.5	51.41	1.17e-33	7.69	1.20e-20	0.93
chr11-257	chr11	106660217	106660433	+	8.31	0.759	39.000000	25.7	1.0	25.70	2.47e-26	9.53	1.04e-23	0.90
chr11-269	chr11	121337437	121337653	+	8.31	0.827	37.000000	25.7	2.0	12.85	3.17e-19	7.10	1.56e-19	0.95
chr11-264	chr11	122635708	122635924	+	8.31	0.763	38.000000	25.7	5.0	5.14	1.60e-10	11.43	2.38e-26	0.93
chr12-306	chr12	2507088	2507304	+	8.31	0.719	39.000000	25.7	3.0	8.57	3.07e-15	8.87	1.11e-22	0.95
chr12-322	chr12	6439413	6439629	+	8.31	0.867	37.000000	25.7	5.0	5.14	1.60e-10	7.62	1.62e-20	0.90
chr12-299	chr12	7028872	7029088	+	8.31	0.843	40.000000	25.7	4.0	6.43	1.57e-12	9.64	7.08e-24	0.95
chr12-315	chr12	7878657	7878873	+	8.31	0.732	38.000000	25.7	3.0	8.57	3.07e-15	8.37	2.69e-21	0.90
chr12-319	chr12	73801566	73801782	+	8.31	0.717	38.000000	25.7	2.0	12.85	3.17e-19	8.87	1.11e-22	0.90
chr12-339	chr12	95723916	95724132	+	8.31	0.818	36.000000	25.7	0.5	51.41	1.17e-33	7.44	1.07e-19	1.02
chr12-296	chr12	102193085	102193301	+	8.31	0.782	41.000000	25.7	6.0	4.28	5.89e-09	8.60	3.12e-22	0.93
chr12-314	chr12	116943181	116943397	+	8.31	0.667	39.000000	25.7	6.0	4.28	5.89e-09	5.13	3.65e-15	0.93
chr12-328	chr12	117138437	117138653	+	8.31	0.694	37.000000	25.7	3.0	8.57	3.07e-15	8.83	1.32e-22	0.95
chr12-321	chr12	122335906	122336122	+	8.31	0.827	38.000000	25.7	1.0	25.70	2.47e-26	10.17	1.19e-24	1.01
chr13-128	chr13	25076347	25076563	+	8.31	0.796	37.000000	25.7	1.0	25.70	2.47e-26	7.16	1.18e-19	0.95
chr13-126	chr13	31845165	31845381	+	8.31	0.774	38.000000	25.7	2.0	12.85	3.17e-19	12.36	1.66e-27	1.01
chr13-129	chr13	103685799	103686015	+	8.31	0.846	37.000000	25.7	4.0	6.43	1.57e-12	11.83	7.29e-27	1.08
chr14-153	chr14	21441454	21441670	+	8.31	0.808	38.000000	25.7	2.0	12.85	3.17e-19	8.60	3.12e-22	0.93
chr14-158	chr14	66480922	66481138	+	8.31	0.726	37.000000	25.7	2.0	12.85	3.17e-19	5.81	8.30e-17	0.93
chr15-156	chr15	30222907	30223123	+	8.31	0.698	39.000000	25.7	0.5	51.41	1.17e-33	5.28	8.94e-15	0.88
chr16-216	chr16	2773095	2773311	+	8.31	0.793	37.000000	25.7	1.0	25.70	2.47e-26	8.22	1.38e-21	0.93
chr16-206	chr16	15739054	15739270	+	8.31	0.635	38.000000	25.7	4.0	6.43	1.57e-12	4.03	8.18e-12	1.02
chr16-218	chr16	49099646	49099862	+	8.31	0.854	37.000000	25.7	2.0	12.85	3.17e-19	11.12	5.93e-26	0.93
chr16-209	chr16	60022592	60022808	+	8.31	0.837	38.000000	25.7	2.0	12.85	3.17e-19	16.85	3.74e-32	0.95
chr16-200	chr16	66987380	66987596	+	8.31	0.849	39.000000	25.7	2.0	12.85	3.17e-19	8.73	1.87e-22	0.93
chr17-268	chr17	2388175	2388391	+	8.31	0.820	37.000000	25.7	4.0	6.43	1.57e-12	7.32	5.91e-20	0.93
chr17-279	chr17	14092874	14093090	+	8.31	0.882	36.000000	25.7	4.0	6.43	1.57e-12	23.17	5.12e-37	1.01
chr17-273	chr17	39857143	39857359	+	8.31	0.636	37.000000	25.7	3.0	8.57	3.07e-15	8.78	1.57e-22	0.93
chr17-254	chr17	56117458	56117674	+	8.31	0.804	39.000000	25.7	2.0	12.85	3.17e-19	6.95	3.05e-19	0.90
chr17-263	chr17	62215443	62215659	+	8.31	0.783	38.000000	25.7	1.0	25.70	2.47e-26	6.11	1.76e-17	1.01
chr17-255	chr17	65241500	65241716	+	8.31	0.767	39.000000	25.7	6.0	4.28	5.89e-09	4.17	3.09e-12	0.99
chr17-247	chr17	79367804	79368020	+	8.31	0.746	41.000000	25.7	5.0	5.14	1.60e-10	5.52	3.96e-16	0.98
chr17-266	chr17	79510174	79510390	+	8.31	0.772	38.000000	25.7	5.0	5.14	1.60e-10	10.30	7.89e-25	0.90
chr18-104	chr18	3665771	3665987	+	8.31	0.661	39.000000	25.7	4.0	6.43	1.57e-12	6.32	6.18e-18	0.95
chr18-106	chr18	34704491	34704707	+	8.31	0.743	39.000000	25.7	4.0	6.43	1.57e-12	8.47	5.17e-22	0.90
chr19-146	chr19	6743885	6744101	+	8.31	0.773	39.000000	25.7	6.0	4.28	5.89e-09	6.47	3.01e-18	1.08
chr19-154	chr19	15387476	15387692	+	8.31	0.837	37.000000	25.7	5.0	5.14	1.60e-10	9.32	2.20e-23	0.93
chr19-150	chr19	17452974	17453190	+	8.31	0.650	38.000000	25.7	1.0	25.70	2.47e-26	7.10	1.56e-19	1.01
chr20-144	chr20	3526259	3526475	+	8.31	0.880	37.000000	25.7	5.0	5.14	1.60e-10	8.18	1.62e-21	0.95
chr20-147	chr20	21032206	21032422	+	8.31	0.750	37.000000	25.7	2.0	12.85	3.17e-19	10.49	4.22e-25	0.98
chr20-138	chr20	31322650	31322866	+	8.31	0.809	39.000000	26.4	2.0	13.20	2.43e-20	10.17	1.19e-24	0.93
chr20-150	chr20	40022170	40022386	+	8.31	0.733	37.000000	25.7	2.0	12.85	3.17e-19	13.45	9.07e-29	0.90
chr20-142	chr20	50356307	50356523	+	8.31	0.769	38.000000	25.7	5.0	5.14	1.60e-10	6.98	2.67e-19	0.95
chr20-143	chr20	52410407	52410623	+	8.31	0.811	38.000000	25.7	1.0	25.70	2.47e-26	7.45	3.35e-20	0.95
chr21-60	chr21	30338271	30338487	+	8.31	0.724	37.000000	25.7	5.0	5.14	1.60e-10	8.38	7.19e-22	0.90
chr21-59	chr21	46522252	46522468	+	8.31	0.833	38.000000	25.7	1.0	25.70	2.47e-26	9.27	2.64e-23	0.90
chr22-98	chr22	31414285	31414501	+	8.31	0.927	37.000000	25.7	1.0	25.70	2.47e-26	11.05	7.42e-26	0.98
chr22-95	chr22	46832836	46833052	+	8.31	0.730	38.000000	25.7	2.0	12.85	3.17e-19	9.51	1.76e-22	0.99
chr22-96	chr22	50285279	50285495	+	8.31	0.763	38.000000	25.7	3.0	8.57	3.07e-15	8.73	7.03e-22	0.93
chrX-121	chrX	28516871	28517087	+	8.31	0.880	38.000000	25.7	2.0	12.85	3.17e-19	10.11	1.46e-24	0.93
chr17_gl000205_random-4	chr17_gl000205_random	134987	135203	+	8.31	0.759	39.000000	25.7	4.0	6.43	1.57e-12	4.40	3.38e-13	0.90
chr1-561	chr1	86021963	86022179	+	8.08	0.712	37.000000	25.0	3.0	8.34	3.07e-15	7.41	1.24e-19	0.93
chr1-562	chr1	92402998	92403214	+	8.08	0.763	37.000000	25.0	0.5	50.02	1.17e-33	7.73	3.31e-20	0.99
chr1-577	chr1	114459791	114460007	+	8.08	0.870	36.000000	25.0	3.0	8.34	3.07e-15	8.73	7.03e-22	1.05
chr1-547	chr1	145382877	145383093	+	8.08	0.591	38.000000	25.0	5.0	5.00	1.60e-10	7.66	1.43e-19	1.02
chr1-534	chr1	209604433	209604649	+	8.08	0.750	39.000000	25.0	3.0	8.34	3.07e-15	8.45	1.94e-21	0.96
chr2-538	chr2	12610617	12610833	+	8.08	0.870	34.000000	25.0	2.0	12.50	3.17e-19	10.89	5.31e-25	0.96
chr2-517	chr2	58079247	58079463	+	8.08	0.652	36.000000	25.0	2.0	12.50	3.17e-19	8.00	1.14e-20	0.93
chr2-505	chr2	71763570	71763786	+	8.08	0.778	37.000000	25.0	1.0	25.01	2.47e-26	8.16	6.05e-21	0.96
chr2-506	chr2	84283019	84283235	+	8.08	0.784	37.000000	25.0	2.0	12.50	3.17e-19	9.49	4.70e-23	0.96
chr2-521	chr2	96906483	96906699	+	8.08	0.792	36.000000	25.0	3.0	8.34	3.07e-15	11.35	6.32e-25	0.96
chr2-509	chr2	98523094	98523310	+	8.08	0.759	37.000000	25.0	6.0	4.17	5.89e-09	6.85	1.44e-18	0.93
chr2-496	chr2	99928114	99928330	+	8.08	0.796	38.000000	25.0	6.0	4.17	5.89e-09	10.27	3.61e-24	0.90
chr2-497	chr2	113844001	113844217	+	8.08	0.736	38.000000	25.0	1.0	25.01	2.47e-26	8.28	3.73e-21	0.99
chr2-523	chr2	166150661	166150877	+	8.08	0.722	36.000000	25.0	4.0	6.25	1.57e-12	7.69	3.85e-20	1.02
chr2-524	chr2	175991344	175991560	+	8.08	0.745	36.000000	25.0	1.0	25.01	2.47e-26	5.92	1.21e-16	0.96
chr2-500	chr2	224821979	224822195	+	8.08	0.786	38.000000	25.0	6.0	4.17	5.89e-09	6.10	4.94e-17	0.93
chr3-334	chr3	4623814	4624030	+	8.08	0.833	37.000000	25.0	2.0	12.50	3.17e-19	9.90	1.21e-23	0.93
chr3-328	chr3	24051928	24052144	+	8.08	0.745	38.000000	25.0	3.0	8.34	3.07e-15	8.82	4.97e-22	0.93
chr3-347	chr3	41426295	41426511	+	8.08	0.844	36.000000	25.0	2.0	12.50	3.17e-19	11.35	1.38e-25	0.90
chr3-340	chr3	136389541	136389757	+	8.08	0.712	37.000000	25.0	4.0	6.25	1.57e-12	7.58	6.00e-20	0.88
chr3-341	chr3	159044946	159045162	+	8.08	0.780	37.000000	25.0	5.0	5.00	1.60e-10	8.03	9.72e-21	0.99
chr3-343	chr3	190882484	190882700	+	8.08	0.786	37.000000	25.0	2.0	12.50	3.17e-19	6.19	3.12e-17	0.88
chr3-344	chr3	195073929	195074145	+	8.08	0.672	37.000000	25.0	5.0	5.00	1.60e-10	7.34	1.64e-19	0.93
chr4-316	chr4	22536086	22536302	+	8.08	0.769	36.000000	25.0	1.0	25.01	2.47e-26	9.96	9.96e-24	1.02
chr4-320	chr4	57539922	57540138	+	8.08	0.639	36.000000	25.0	4.0	6.25	1.57e-12	8.37	2.69e-21	0.96
chr4-321	chr4	78849265	78849481	+	8.08	0.727	36.000000	25.0	1.0	25.01	2.47e-26	7.89	5.78e-20	0.93
chr4-308	chr4	78870660	78870876	+	8.08	0.707	38.000000	25.0	5.0	5.00	1.60e-10	6.94	9.73e-19	0.88
chr4-309	chr4	121842653	121842869	+	8.08	0.830	38.000000	25.7	3.0	8.57	3.07e-15	7.37	4.57e-19	0.93
chr4-310	chr4	126466566	126466782	+	8.08	0.732	38.000000	25.0	1.0	25.01	2.47e-26	7.44	1.07e-19	0.96
chr4-324	chr4	164695670	164695886	+	8.08	0.742	36.000000	25.0	4.0	6.25	1.57e-12	6.44	9.52e-18	0.99
chr4-325	chr4	174138238	174138454	+	8.08	0.745	36.000000	25.7	5.0	5.14	1.60e-10	6.88	1.27e-18	0.96
chr5-309	chr5	10552610	10552826	+	8.08	0.725	36.000000	25.0	2.0	12.50	3.17e-19	6.88	1.27e-18	0.93
chr5-298	chr5	10666638	10666854	+	8.08	0.688	37.000000	25.0	1.0	25.01	2.47e-26	9.60	3.21e-23	0.90
chr5-301	chr5	53510254	53510470	+	8.08	0.707	37.000000	25.0	1.0	25.01	2.47e-26	7.18	3.30e-19	0.96
chr5-321	chr5	55826244	55826460	+	8.08	0.683	35.000000	25.0	1.0	25.01	2.47e-26	5.80	2.32e-16	0.96
chr5-311	chr5	61463572	61463788	+	8.08	0.796	36.000000	25.0	0.5	50.02	1.17e-33	9.72	2.19e-23	0.93
chr5-302	chr5	67558406	67558622	+	8.08	0.812	37.000000	25.0	4.0	6.25	1.57e-12	8.03	9.72e-21	0.93
chr5-291	chr5	88081096	88081312	+	8.08	0.702	38.000000	25.0	2.0	12.50	3.17e-19	5.90	1.35e-16	0.96
chr5-288	chr5	98981984	98982200	+	8.08	0.804	39.000000	25.7	2.0	12.85	3.17e-19	7.58	6.00e-20	0.99
chr5-314	chr5	133394854	133395070	+	8.08	0.730	36.000000	25.0	5.0	5.00	1.60e-10	7.31	1.89e-19	0.93
chr5-281	chr5	138044396	138044612	+	8.08	0.745	40.000000	25.0	5.0	5.00	1.60e-10	10.08	6.66e-24	0.90
chr5-306	chr5	167634771	167634987	+	8.08	0.769	37.000000	25.0	5.0	5.00	1.60e-10	11.51	8.65e-26	1.02
chr5-308	chr5	174012666	174012882	+	8.08	0.705	37.000000	25.0	6.0	4.17	5.89e-09	5.84	1.87e-16	0.99
chr6-305	chr6	11800069	11800285	+	8.08	0.796	37.000000	25.0	1.0	25.01	2.47e-26	8.26	1.40e-20	1.06
chr6-313	chr6	14742281	14742497	+	8.08	0.796	36.000000	25.0	6.0	4.17	5.89e-09	6.39	3.40e-17	0.96
chr6-307	chr6	36279867	36280083	+	8.08	0.811	37.000000	25.0	1.0	25.01	2.47e-26	9.55	3.89e-23	0.93
chr6-315	chr6	79626331	79626547	+	8.08	0.788	36.000000	25.0	3.0	8.34	3.07e-15	8.50	1.64e-21	0.93
chr6-308	chr6	88614828	88615044	+	8.08	0.808	37.000000	25.0	0.5	50.02	1.17e-33	8.37	2.69e-21	0.96
chr6-293	chr6	142361817	142362033	+	8.08	0.768	40.000000	25.0	1.0	25.01	2.47e-26	6.03	6.93e-17	0.96
chr7-312	chr7	36495206	36495422	+	8.08	0.843	37.000000	25.0	3.0	8.34	3.07e-15	8.13	2.26e-20	0.99
chr7-317	chr7	38835006	38835222	+	8.08	0.689	36.000000	25.0	1.0	25.01	2.47e-26	7.28	2.18e-19	0.93
chr7-322	chr7	99869814	99870030	+	8.08	0.872	36.000000	25.0	6.0	4.17	5.89e-09	10.11	2.49e-23	0.96
chr7-342	chr7	128068738	128068954	+	8.08	0.831	34.000000	25.0	2.0	12.50	3.17e-19	7.01	2.08e-18	1.10
chr7-326	chr7	129485965	129486181	+	8.08	0.709	36.000000	25.0	6.0	4.17	5.89e-09	6.82	1.64e-18	0.96
chr7-327	chr7	140084127	140084343	+	8.08	0.759	36.000000	25.0	3.0	8.34	3.07e-15	7.55	6.94e-20	0.93
chr7-328	chr7	154900331	154900547	+	8.08	0.840	36.000000	25.0	0.5	50.02	1.17e-33	13.75	2.33e-28	0.93
chr8-319	chr8	62373910	62374126	+	8.08	0.746	36.000000	25.0	2.0	12.50	3.17e-19	10.45	8.86e-24	0.88
chr8-303	chr8	79440835	79441051	+	8.08	0.736	38.000000	25.0	6.0	4.17	5.89e-09	4.80	5.86e-14	0.93
chr9-229	chr9	37468636	37468852	+	8.08	0.754	38.000000	25.0	3.0	8.34	3.07e-15	5.27	3.93e-15	0.88
chr9-244	chr9	97680375	97680591	+	8.08	0.792	36.000000	25.0	3.0	8.34	3.07e-15	6.01	7.75e-17	0.93
chr9-240	chr9	120807115	120807331	+	8.08	0.913	37.000000	25.0	0.5	50.02	1.17e-33	15.03	1.19e-29	0.90
chr9-245	chr9	123538302	123538518	+	8.08	0.788	36.000000	25.0	4.0	6.25	1.57e-12	8.00	1.14e-20	0.99
chr9-246	chr9	124457453	124457669	+	8.08	0.811	36.000000	25.0	0.5	50.02	1.17e-33	9.12	1.72e-22	0.90
chr9-233	chr9	125843730	125843946	+	8.08	0.839	38.000000	25.7	4.0	6.43	1.57e-12	6.91	1.11e-18	0.93
chr10-325	chr10	11800106	11800322	+	8.08	0.733	37.000000	25.0	4.0	6.25	1.57e-12	8.77	5.91e-22	0.93
chr10-316	chr10	22267089	22267305	+	8.08	0.676	38.000000	25.0	5.0	5.00	1.60e-10	5.86	1.68e-16	0.90
chr10-310	chr10	30679275	30679491	+	8.08	0.727	39.000000	25.0	2.0	12.50	3.17e-19	8.20	5.16e-21	0.96
chr10-318	chr10	31642692	31642908	+	8.08	0.692	38.000000	25.0	4.0	6.25	1.57e-12	5.48	1.21e-15	0.93
chr10-335	chr10	48332776	48332992	+	8.08	0.683	36.000000	25.0	3.0	8.34	3.07e-15	6.03	6.93e-17	0.96
chr10-338	chr10	99227588	99227804	+	8.08	0.762	36.000000	25.0	6.0	4.17	5.89e-09	5.82	2.08e-16	0.93
chr10-329	chr10	118005553	118005769	+	8.08	0.787	37.000000	25.0	1.0	25.01	2.47e-26	7.69	3.85e-20	0.96
chr10-331	chr10	123916255	123916471	+	8.08	0.656	37.000000	25.0	4.0	6.25	1.57e-12	7.03	6.52e-19	0.93
chr10-332	chr10	124456642	124456858	+	8.08	0.745	37.000000	25.0	6.0	4.17	5.89e-09	6.91	1.11e-18	0.96
chr10-308	chr10	128157007	128157223	+	8.08	0.821	40.000000	25.0	1.0	25.01	2.47e-26	8.16	6.05e-21	0.96
chr11-266	chr11	20072141	20072357	+	8.08	0.867	37.000000	25.7	1.0	25.70	2.47e-26	12.39	7.59e-27	0.90
chr11-267	chr11	71656239	71656455	+	8.08	0.759	37.000000	25.0	0.5	50.02	1.17e-33	9.33	8.25e-23	0.96
chr11-252	chr11	117377109	117377325	+	8.08	0.840	40.000000	25.7	2.0	12.85	3.17e-19	13.41	5.40e-28	0.90
chr12-336	chr12	75903460	75903676	+	8.08	0.764	36.000000	25.0	2.0	12.50	3.17e-19	4.76	7.55e-14	0.90
chr12-338	chr12	86085980	86086196	+	8.08	0.754	36.000000	25.0	5.0	5.00	1.60e-10	6.32	1.73e-17	1.02
chr12-327	chr12	93156674	93156890	+	8.08	0.831	37.000000	25.0	2.0	12.50	3.17e-19	6.76	2.13e-18	0.93
chr12-313	chr12	107065124	107065340	+	8.08	0.635	39.000000	25.0	3.0	8.34	3.07e-15	8.24	4.39e-21	0.88
chr13-124	chr13	98842968	98843184	+	8.08	0.712	39.000000	25.0	4.0	6.25	1.57e-12	8.24	4.39e-21	0.93
chr14-154	chr14	30722266	30722482	+	8.08	0.750	38.000000	25.0	1.0	25.01	2.47e-26	11.51	8.65e-26	0.96
chr14-157	chr14	45550675	45550891	+	8.08	0.824	37.000000	25.0	2.0	12.50	3.17e-19	8.03	9.72e-21	0.96
chr14-159	chr14	75378238	75378454	+	8.08	0.769	37.000000	25.0	3.0	8.34	3.07e-15	9.96	9.96e-24	0.93
chr14-156	chr14	91035990	91036206	+	8.08	0.763	38.000000	25.0	2.0	12.50	3.17e-19	9.84	1.48e-23	0.93
chr15-164	chr15	41080924	41081140	+	8.08	0.860	37.000000	25.0	6.0	4.17	5.89e-09	6.88	1.27e-18	0.93
chr15-167	chr15	44205665	44205881	+	8.08	0.796	36.000000	25.0	2.0	12.50	3.17e-19	8.00	1.14e-20	0.93
chr15-165	chr15	51045413	51045629	+	8.08	0.776	37.000000	25.0	5.0	5.00	1.60e-10	9.44	5.68e-23	0.90
chr15-152	chr15	75566779	75566995	+	8.08	0.800	41.000000	25.0	1.0	25.01	2.47e-26	31.21	1.49e-40	1.21
chr16-215	chr16	2248548	2248764	+	8.08	0.758	37.000000	25.0	4.0	6.25	1.57e-12	9.02	2.46e-22	0.93
chr16-205	chr16	14557913	14558129	+	8.08	0.750	38.000000	25.0	3.0	8.34	3.07e-15	7.09	4.98e-19	0.93
chr16-221	chr16	90165880	90166096	+	8.08	0.796	37.000000	25.0	1.0	25.01	2.47e-26	15.03	1.19e-29	1.09
chr17-252	chr17	256133	256349	+	8.08	0.811	39.000000	25.7	2.0	12.85	3.17e-19	10.40	2.38e-24	0.96
chr17-269	chr17	6096381	6096597	+	8.08	0.830	37.000000	25.0	5.0	5.00	1.60e-10	11.76	4.25e-26	0.93
chr17-281	chr17	35950059	35950275	+	8.08	0.750	36.000000	25.0	3.0	8.34	3.07e-15	6.62	4.01e-18	0.93
chr17-282	chr17	36794054	36794270	+	8.08	0.784	36.000000	25.0	5.0	5.00	1.60e-10	8.97	2.93e-22	0.99
chr17-253	chr17	47303284	47303500	+	8.08	0.727	39.000000	25.7	1.0	25.70	2.47e-26	6.32	1.73e-17	0.93
chr17-265	chr17	71537917	71538133	+	8.08	0.860	38.000000	25.0	2.0	12.50	3.17e-19	10.34	2.94e-24	0.99
chr17-246	chr17	73391921	73392137	+	8.08	0.714	41.000000	25.7	3.0	8.57	3.07e-15	4.32	2.34e-12	0.93
chr17-276	chr17	76797510	76797726	+	8.08	0.824	37.000000	25.0	3.0	8.34	3.07e-15	7.77	2.85e-20	0.90
chr18-111	chr18	23515405	23515621	+	8.08	0.830	37.000000	25.0	2.0	12.50	3.17e-19	10.54	1.56e-24	0.93
chr18-109	chr18	61134446	61134662	+	8.08	0.592	38.000000	25.7	4.0	6.43	1.57e-12	6.63	1.13e-17	0.93
chr19-152	chr19	10150653	10150869	+	8.08	0.868	37.000000	25.0	0.5	50.02	1.17e-33	9.02	2.46e-22	0.96
chr19-153	chr19	12247252	12247468	+	8.08	0.911	37.000000	25.0	1.0	25.01	2.47e-26	14.75	2.21e-29	0.93
chr19-156	chr19	14457847	14458063	+	8.08	0.787	36.000000	25.0	3.0	8.34	3.07e-15	10.08	6.66e-24	0.96
chr19-158	chr19	54302031	54302247	+	8.08	0.776	36.000000	25.0	1.0	25.01	2.47e-26	18.78	4.56e-32	0.93
chr20-140	chr20	43270013	43270229	+	8.08	0.754	39.000000	25.7	3.0	8.57	3.07e-15	9.02	2.46e-22	0.90
chr20-151	chr20	46413564	46413780	+	8.08	0.755	37.000000	25.0	4.0	6.25	1.57e-12	9.07	2.05e-22	0.93
chr22-99	chr22	43394313	43394529	+	8.08	0.619	37.000000	25.0	6.0	4.17	5.89e-09	5.92	1.21e-16	0.96
chrX-125	chrX	2703650	2703866	+	8.08	0.750	37.000000	25.0	1.0	25.01	2.47e-26	21.64	4.84e-35	0.96
chrX-128	chrX	7607917	7608133	+	8.08	0.857	36.000000	25.0	0.5	50.02	1.17e-33	25.87	1.03e-36	0.93
chrX-129	chrX	11447737	11447953	+	8.08	0.812	36.000000	25.0	1.0	25.01	2.47e-26	19.79	1.03e-33	0.90
chrX-130	chrX	17726029	17726245	+	8.08	0.672	36.000000	25.0	1.0	25.01	2.47e-26	14.89	9.75e-29	0.96
chrX-132	chrX	53976906	53977122	+	8.08	0.886	35.000000	25.0	2.0	12.50	3.17e-19	16.61	2.67e-30	0.96
chrX-126	chrX	72591623	72591839	+	8.08	0.830	37.000000	25.0	1.0	25.01	2.47e-26	22.23	1.91e-35	0.96
chrX-122	chrX	93655612	93655828	+	8.08	0.848	38.000000	25.0	1.0	25.01	2.47e-26	19.32	2.36e-33	0.88
chrX-127	chrX	113308998	113309214	+	8.08	0.784	37.000000	25.0	1.0	25.01	2.47e-26	13.99	1.32e-28	0.90
chrX-124	chrX	118305468	118305684	+	8.08	0.820	38.000000	25.0	0.5	50.02	1.17e-33	15.46	4.62e-30	0.90
chr1-572	chr1	4403002	4403218	+	7.86	0.796	36.000000	24.3	2.0	12.16	3.98e-18	17.93	2.13e-31	0.99
chr1-558	chr1	28928804	28929020	+	7.86	0.797	37.000000	24.3	5.0	4.86	8.07e-10	7.55	2.22e-19	0.90
chr1-528	chr1	64325672	64325888	+	7.86	0.698	39.000000	24.3	5.0	4.86	8.07e-10	7.34	5.26e-19	0.90
chr1-564	chr1	116576054	116576270	+	7.86	0.714	37.000000	25.0	2.0	12.50	3.17e-19	7.11	1.39e-18	0.93
chr1-582	chr1	188086648	188086864	+	7.86	0.768	36.000000	24.3	1.0	24.31	6.18e-25	6.34	4.32e-17	0.88
chr1-568	chr1	205561237	205561453	+	7.86	0.722	37.000000	24.3	4.0	6.08	9.88e-12	9.58	5.48e-22	0.90
chr1-569	chr1	210547374	210547590	+	7.86	0.683	37.000000	24.3	6.0	4.05	2.48e-08	6.69	8.74e-18	0.96
chr1-583	chr1	227583379	227583595	+	7.86	0.636	36.000000	24.3	5.0	4.86	8.07e-10	4.17	1.26e-11	0.96
